sold_date,price,beds,baths,area,lot_size,year_built,hoa_month,town,municipality,long,lat
2023-10-16,190000,3,2,1568,6.45,2002,,Groton,Unincorporated,-76.3245567264964,42.607400126118364
2023-10-16,290526,2,1.5,1725,1.7199954086317724,1997,,Dryden,Unincorporated,-76.37586030773213,42.52512892756351
2023-10-16,395000,4,2.5,2086,1.8300045913682277,1971,,Lansing,Unincorporated,-76.4893065587072,42.53623794462278
2023-10-13,80500,4,1,2176,1.2899908172635446,1865,,Dryden,Unincorporated,-76.28853892782207,42.54887791838446
2023-10-10,540000,4,2.5,2017,0.3899908172635445,1994,,Lansing,Lansing village,-76.48292826660891,42.48840144004745
2023-10-10,318000,3,2,1727,0.26859504132231404,1976,,Dryden,Dryden village,-76.3060263297837,42.4947743338573
2023-10-04,292000,5,1.5,2632,1.0399908172635446,1875,,Dryden,Unincorporated,-76.38508178325259,42.48629357945024
2023-09-29,270000,4,2.5,1797,1.2699954086317722,1815,,Lansing,Unincorporated,-76.50904998663995,42.53824578416509
2023-09-28,185000,3,1,1209,0.14499540863177227,1890,,Groton,Groton village,-76.37133255840061,42.59143458461293
2023-09-28,374282,3,2,2016,16.939990817263546,2015,,Groton,Unincorporated,-76.40183725671298,42.6108185592119
2023-09-27,799000,3,2.5,4015,1.25,2008,,Lansing,Lansing village,-76.48122482386599,42.494602959367185
2023-09-27,320000,5,2,2146,1.5,1949,,Lansing,Unincorporated,-76.5168091701163,42.563145911393995
2023-09-26,140000,4,2,1520,0.75,1950,,Dryden,Unincorporated,-76.37369775957183,42.4942425207615
2023-09-25,440000,3,2.5,2570,0.7199954086317722,2014,,Lansing,Unincorporated,-76.49844866667455,42.52516338789113
2023-09-22,305000,3,2,2379,0.3899908172635445,1965,,Dryden,Unincorporated,-76.34309046489588,42.484171444986174
2023-09-22,550000,4,2.5,2808,1.9,2005,,Lansing,Unincorporated,-76.48408234227415,42.527325569402194
2023-09-20,217000,2,1,925,0.02268135904499541,1960,432,Lansing,Lansing village,-76.48254677457568,42.47896539833171
2023-09-20,174900,3,1.5,1429,2.4699954086317724,1850,,Groton,Unincorporated,-76.29041653214874,42.551447398783765
2023-09-13,372500,3,1.5,1923,5.95,1820,,Ulysses,Unincorporated,-76.56176970959423,42.5124608106988
2023-09-11,258000,2,2,1559,1,1860,,Dryden,Unincorporated,-76.27838429676125,42.49123845365418
2023-09-11,340000,3,2,2411,19.03000459136823,1860,,Groton,Unincorporated,-76.43312638156075,42.61284359747074
2023-09-11,421500,4,2.5,3532,1.8800045913682277,1986,,Lansing,Unincorporated,-76.45630228332037,42.56878562522313
2023-09-08,92000,1,1,2000,1.1199954086317723,1950,,Dryden,Unincorporated,-76.4149511697949,42.517099367178204
2023-09-06,1100000,4,2.5,1880,,1890,,Ulysses,Unincorporated,-76.53861448472988,42.48936436097411
2023-09-05,701000,4,5,4987,0.8300045913682277,1991,,Lansing,Unincorporated,-76.4809466505737,42.49719607346166
2023-09-05,168000,3,2,1612,0.5600091827364555,1976,,Dryden,Unincorporated,-76.32296289958248,42.523367186041995
2023-09-05,520000,4,3,3081,0.4100091827364555,1987,,Lansing,Unincorporated,-76.48584354117935,42.495809337259026
2023-08-31,660000,5,3.5,2800,79.73999081726355,2013,,Lansing,Unincorporated,-76.57389525224589,42.60858918485431
2023-08-31,228000,3,2,1264,0.03230027548209367,1960,519,Lansing,Lansing village,-76.48254677457568,42.47896539833171
2023-08-31,314000,5,3,2744,0.35,1890,,Dryden,Dryden village,-76.29939978628674,42.49152008996518
2023-08-31,170000,2,1,1159,4.630004591368228,1990,,Lansing,Unincorporated,-76.46516544992517,42.58350815814979
2023-08-30,70000,2,1.5,768,0.5100091827364555,1971,,Groton,Unincorporated,-76.34202672470633,42.59201996211768
2023-08-29,162000,2,1,1156,0.16000918273645545,1947,,Lansing,Unincorporated,-76.50274543380436,42.51928198289486
2023-08-28,560000,4,3,2444,0.5589990817263545,2000,,Lansing,Lansing village,-76.48120838266452,42.48953162988631
2023-08-25,579500,3,3.5,2600,0.16999540863177226,2023,250,Lansing,Lansing village,-76.47619345368643,42.489257332549954
2023-08-25,425000,3,2,1419,25.310009182736454,2003,,Groton,Unincorporated,-76.42048146769928,42.60540546798119
2023-08-24,70000,3,2,1506,1.0100091827364555,1865,,Groton,Unincorporated,-76.44546928687717,42.615355887162394
2023-08-23,452500,4,3,2642,2.9699954086317724,2006,,Dryden,Unincorporated,-76.41198971693721,42.487086672608086
2023-08-23,160000,3,1,1415,0.9182736455463728,1978,,Lansing,Unincorporated,-76.55376564374909,42.5902460180449
2023-08-21,240000,3,2,1848,1.9199954086317723,1974,,Dryden,Unincorporated,-76.27940120221805,42.522108485153254
2023-08-16,230000,3,1,1056,0.6699954086317723,1976,,Dryden,Unincorporated,-76.28684094010545,42.48175757988585
2023-08-16,582000,4,2.5,2337,0.45,1975,,Lansing,Lansing village,-76.49168357517233,42.47877833860976
2023-08-16,398500,4,3.5,3592,0.7300045913682277,1988,,Lansing,Unincorporated,-76.49934011424212,42.5381491021062
2023-08-15,170000,2,2,1056,1.5,1989,,Dryden,Unincorporated,-76.41439711804492,42.51517075908457
2023-08-07,592500,4,3,4404,15.25,1958,,Ithaca,Unincorporated,-76.56674422762568,42.47981502889238
2023-08-07,600000,6,5,3971,0.8800045913682277,1815,,Lansing,Unincorporated,-76.53805223641484,42.55363755510732
2023-08-04,579500,3,3.5,2600,0.16999540863177226,2023,250,Lansing,Lansing village,-76.47618906204316,42.489302012718866
2023-08-04,290000,5,3,2372,2,1920,,Dryden,Unincorporated,-76.3710299726089,42.49596559885663
2023-08-02,370000,3,2,2005,1.95,1860,,Lansing,Unincorporated,-76.49443917115202,42.56447246690346
2023-08-02,542000,3,2.5,2195,1.1460055096418733,1994,,Lansing,Unincorporated,-76.4847872199384,42.52530447527696
2023-08-01,350000,4,2.5,2316,1.9699954086317724,1995,,Dryden,Unincorporated,-76.27809960012087,42.48749019142801
2023-08-01,245000,3,1.5,1512,3.2899908172635444,1978,,Dryden,Unincorporated,-76.38309020869947,42.47764770888611
2023-08-01,422500,3,2,1488,0.6199954086317723,1994,,Lansing,Lansing village,-76.48763463666016,42.493603402617744
2023-07-31,503000,3,2.5,2053,0.28999081726354453,2001,,Lansing,Lansing village,-76.48101909773006,42.48831769063212
2023-07-28,440000,3,2.5,2555,1.8589990817263544,2004,,Lansing,Unincorporated,-76.49309050042633,42.556816661868595
2023-07-28,186000,3,1.5,1032,0.23999081726354454,1925,,Groton,Groton village,-76.37086431789331,42.58359843673808
2023-07-28,50000,3,2,1456,0.02865013774104683,1990,,Dryden,Unincorporated,-76.2932493367543,42.54931798551973
2023-07-27,190000,3,2,1641,0.16999540863177226,1885,,Dryden,Dryden village,-76.29744718913814,42.48917341244941
2023-07-27,485000,4,2.5,2960,2.9899908172635445,2009,,Dryden,Unincorporated,-76.33548983122313,42.48275048700616
2023-07-27,207000,3,2,1176,1.3100091827364555,1974,,Dryden,Freeville village,-76.34190612761725,42.51198034853295
2023-07-26,517000,4,3,1762,0.5100091827364555,1995,,Lansing,Lansing village,-76.48300809181478,42.489102905953075
2023-07-25,244728,3,2,1428,1.0300045913682276,2009,,Groton,Unincorporated,-76.4168760988552,42.57585273318019
2023-07-25,502000,4,2,2590,1.2800045913682276,1954,,Ithaca,Cayuga Heights village,-76.49879558707467,42.47670808963396
2023-07-21,455000,4,3,3166,3.25,1988,,Groton,Unincorporated,-76.36447111621231,42.56417452059924
2023-07-21,345000,2,1.5,1296,0.7,1950,,Ulysses,Unincorporated,-76.56259203366447,42.524104796046295
2023-07-20,225000,4,2,2432,0.6,1880,,Dryden,Unincorporated,-76.35827632413438,42.48419308751357
2023-07-20,225000,4,2,2432,0.6,1880,,Dryden,Unincorporated,-76.35827632413438,42.48419308751357
2023-07-19,296000,4,3,1818,1.1899908172635445,2006,,Lansing,Unincorporated,-76.46655656008471,42.52501499758425
2023-07-19,617000,4,3,3050,1.8,1971,,Lansing,Lansing village,-76.50582490908319,42.48888319981299
2023-07-18,312000,3,1.5,1312,,1960,570,Lansing,Lansing village,-76.48254677457568,42.47896539833171
2023-07-17,199000,3,1,1204,1.1899908172635445,1865,,Groton,Unincorporated,-76.37314780789434,42.55035985002069
2023-07-17,435000,3,2,1832,1.5,2007,,Lansing,Unincorporated,-76.45591194991947,42.57610479625366
2023-07-13,375000,3,2,1865,2.55,2018,,Lansing,Unincorporated,-76.53116867343422,42.566314311934455
2023-07-11,595000,4,2.5,2915,0.5600091827364555,1990,,Lansing,Unincorporated,-76.48533578103232,42.49651191731179
2023-07-10,660000,4,2.5,2561,1.3199954086317722,1984,,Lansing,Lansing village,-76.50355823301072,42.48049830929634
2023-07-07,245000,6,3,2495,1.3899908172635445,1870,,Dryden,Unincorporated,-76.26910625625739,42.541668441738494
2023-07-07,525000,3,3.5,2500,0.08000459136822773,2019,250,Lansing,Lansing village,-76.47600306896031,42.489609118380656
2023-07-07,670000,4,3.5,3911,1.0600091827364555,2003,,Lansing,Unincorporated,-76.50825139069151,42.5182075518926
2023-07-06,458000,3,2.5,1848,6.3,2010,,Dryden,Unincorporated,-76.4190401932017,42.48687188002301
2023-07-06,638000,4,3.5,3661,0.11999540863177227,2012,240,Ithaca,Ithaca city,-76.50005760634085,42.45414477516424
2023-07-05,584500,3,3.5,2600,0.21000918273645547,2022,250,Lansing,Lansing village,-76.47618467039992,42.48934669288779
2023-06-30,430000,3,2,1828,1.0300045913682276,1970,,Lansing,Unincorporated,-76.47463510144057,42.52473689517545
2023-06-29,180000,3,1.5,1071,0.21000918273645547,1900,,Lansing,Unincorporated,-76.53851379002204,42.5543116244886
2023-06-29,380000,4,2.5,2897,0.65,1989,,Dryden,Dryden village,-76.29920147993249,42.48118297895035
2023-06-28,221000,3,1.5,1812,0.8600091827364554,1870,,Groton,Groton village,-76.36644799583081,42.592541608776884
2023-06-27,995000,3,3,2148,0.35,1999,,Lansing,Unincorporated,-76.54085114406986,42.5352692076363
2023-06-27,565000,3,3.5,2596,0.18000459136822775,2022,250,Lansing,Lansing village,-76.47621980354596,42.4889892515364
2023-06-26,120000,5,2,3312,1.9199954086317723,1860,,Groton,Groton village,-76.37268347975767,42.59141540954688
2023-06-26,356000,3,3,2746,4.6800045913682276,1971,,Ulysses,Unincorporated,-76.55499161071569,42.5068021343346
2023-06-26,275100,4,2.5,1956,1.5518824609733701,1974,,Dryden,Unincorporated,-76.33595848004705,42.54109121605399
2023-06-23,425000,4,2.5,2040,1.5899908172635446,1992,,Lansing,Unincorporated,-76.49387812207749,42.51430406838429
2023-06-23,165050,4,1,1323,0.3985307621671258,1960,,Groton,Groton village,-76.36900299242593,42.583421491510315
2023-06-22,505000,4,2.5,2192,0.6800045913682278,1984,,Lansing,Lansing village,-76.49074660996394,42.479640867360125
2023-06-22,149900,3,1,1395,0.4800045913682277,1974,,Dryden,Dryden village,-76.30375763622808,42.49238032459693
2023-06-21,250000,3,2,2364,0.21000918273645547,1867,,Dryden,Dryden village,-76.29759318694751,42.489718952518274
2023-06-15,545000,3,2,2166,1.4300045913682278,2016,,Lansing,Unincorporated,-76.46846629360694,42.524840092977364
2023-06-14,549900,2,1.5,726,41.9,2008,,Lansing,Unincorporated,-76.49427450381685,42.56065081699975
2023-06-12,45000,2,1,980,,1978,,Groton,Groton village,-76.36776525340926,42.596060275824186
2023-06-08,443000,3,2.5,2809,1.1600091827364554,2023,,Lansing,Unincorporated,-76.50891999961713,42.53833266710789
2023-06-08,824000,4,3.5,4417,1.2100091827364554,1995,,Lansing,Unincorporated,-76.51148850472406,42.52133630751864
2023-06-06,499000,3,2.5,2427,0.13000459136822773,2022,206,Dryden,Unincorporated,-76.3757311097029,42.42458456467118
2023-06-01,850000,4,3.5,4068,2.6399908172635445,1989,,Ulysses,Unincorporated,-76.55766319662825,42.488637456093905
2023-05-31,69000,3,2,1120,,2001,,Dryden,Unincorporated,-76.29358515224939,42.5475261400435
2023-05-31,215000,3,1,1656,0.28484848484848485,1864,,Groton,Groton village,-76.36322276325355,42.5877185160792
2023-05-31,235030,2,1,1008,0.65,1940,,Lansing,Unincorporated,-76.4999839174341,42.52428910177325
2023-05-30,350900,3,2,1653,0.21999540863177228,1996,,Lansing,Lansing village,-76.48307740646374,42.49043243918812
2023-05-30,174390,1,1,650,,1960,262,Lansing,Lansing village,-76.48254677457568,42.47896539833171
2023-05-26,211000,2,1,1035,,1960,,Lansing,Lansing village,-76.48254677457568,42.47896539833171
2023-05-25,107250,3,1,2254,0.6,1970,,Dryden,Unincorporated,-76.43283529100728,42.51300070793921
2023-05-24,300000,3,2,1316,0.4800045913682277,2012,,Groton,Groton village,-76.37379420839815,42.59199495387109
2023-05-24,300000,3,2,1316,0.4800045913682277,2012,,Groton,Groton village,-76.37379420839815,42.59199495387109
2023-05-22,244235,2,1,1048,0.41999540863177226,1935,,Dryden,Unincorporated,-76.2710697782328,42.48560029337981
2023-05-19,1225000,4,5.5,6728,0.9600091827364554,1999,,Lansing,Unincorporated,-76.51844839037847,42.518208370218446
2023-05-19,321000,3,2.5,1832,1.3,1972,,Dryden,Unincorporated,-76.4079519973967,42.48291162716059
2023-05-17,237400,4,1.5,1670,0.36999540863177227,1974,,Groton,Groton village,-76.35116608386187,42.58360313275228
2023-05-11,584500,3,3.5,2600,0.21000918273645547,2022,250,Lansing,Lansing village,-76.47619784532968,42.48921265238102
2023-05-10,150000,3,1,1629,0.9300045913682278,1865,,Groton,Unincorporated,-76.29860764636443,42.5581011863407
2023-05-10,99474,2,1,763,0.38000459136822773,1920,,Groton,Unincorporated,-76.37787862410225,42.59007049980634
2023-05-09,195000,2,1,1206,0.5100091827364555,1890,,Lansing,Unincorporated,-76.50786743496597,42.538386132739085
2023-05-01,489000,3,2,1877,0.5100091827364555,1985,,Lansing,Lansing village,-76.48401344597447,42.48758294787651
2023-04-28,268000,3,2,1764,0.2975206611570248,1970,,Dryden,Dryden village,-76.31140213128114,42.488748176368155
2023-04-26,395000,3,3,1784,2.7199954086317724,1890,,Lansing,Unincorporated,-76.49382911757618,42.557005601505004
2023-04-26,395000,3,3,1784,2.7199954086317724,1890,,Lansing,Unincorporated,-76.49382911757618,42.557005601505004
2023-04-25,335000,4,3,2377,0.28000459136822775,2013,,Dryden,Dryden village,-76.286840878633285,42.49040530159607
2023-04-24,155000,2,1.5,928,0.11707988980716254,1910,,Groton,Unincorporated,-76.37787862410225,42.59007049980634
2023-04-24,280000,5,3,2812,3.1,1980,,Dryden,Unincorporated,-76.38395989914353,42.47734405985214
2023-04-24,280000,5,3,2812,3.1,1980,,Dryden,Unincorporated,-76.38395989914353,42.47734405985214
2023-04-21,770000,4,4,3601,1.5,2004,,Lansing,Unincorporated,-76.47575903334736,42.51650710404626
2023-04-18,149000,3,1,1384,0.28999081726354453,1976,,Groton,Unincorporated,-76.37794239282951,42.59010203836065
2023-04-17,189000,2,1,950,0.02268135904499541,1979,429,Lansing,Lansing village,-76.48254677457568,42.47896539833171
2023-04-17,421655,3,2.5,2194,1.4,2006,,Lansing,Unincorporated,-76.55340303131118,42.588851225953015
2023-04-14,50000,3,2,1624,,1998,,Dryden,Unincorporated,-76.43111257708777,42.48319131084909
2023-04-11,189900,3,1.5,1540,0.679981634527089,1983,,Dryden,Dryden village,-76.3058851397432,42.49463382442091
2023-04-07,80000,3,2,924,1.0399908172635446,1974,,Groton,Groton village,-76.37362281071512,42.59151937053779
2023-04-07,270000,,0.5,385,0.18000459136822775,1930,,Ulysses,Unincorporated,-76.53957419799987,42.49182160524341
2023-04-04,173000,2,1,1000,1.1399908172635445,1951,,Lansing,Unincorporated,-76.49438730449059,42.564765722785495
2023-03-29,105000,4,1,2202,0.3600091827364555,1900,,Groton,Groton village,-76.36531733843313,42.58357283759709
2023-03-28,420000,3,3,2044,1.4,1991,,Lansing,Unincorporated,-76.4947541879421,42.51322050732463
2023-03-27,190100,3,1,1008,0.3199954086317723,1970,,Dryden,Dryden village,-76.31135639902757,42.48840834890519
2023-03-27,380000,3,1.5,1408,0.5300045913682278,1942,,Ulysses,Unincorporated,-76.5368740365996,42.48542848884737
2023-03-27,114000,3,1,1160,0.0707070707070707,1919,,Groton,Groton village,-76.36498543431597,42.58512082882945
2023-03-24,39500,2,1,980,,2019,,Dryden,Unincorporated,-76.30191837236595,42.50525240056813
2023-03-21,260000,4,2.5,3392,2.230004591368228,1920,,Groton,Groton village,-76.35231665380775,42.584663154594935
2023-03-17,17000,2,2,980,,1982,,Dryden,Unincorporated,-76.42862696642635,42.48480976230366
2023-03-15,285000,3,2,1248,0.3600091827364555,1988,,Groton,Groton village,-76.37544358438467,42.5960227502484
2023-03-09,105000,6,2,2592,0.43999081726354455,1900,,Groton,Groton village,-76.36309879280648,42.585194836770334
2023-03-03,1325000,3,1.5,1284,4.7,1880,,Ulysses,Unincorporated,-76.56062718281997,42.52326020742487
2023-03-01,320000,3,2.5,2460,0.7600091827364555,1990,,Dryden,Dryden village,-76.30800831370556,42.489044919466856
2023-02-27,200000,3,1,1260,0.7199954086317722,1963,,Dryden,Unincorporated,-76.29709375331107,42.48106817737895
2023-02-23,157000,4,1,1300,0.9699954086317722,1865,,Dryden,Dryden village,-76.29613632083479,42.48323130949809
2023-02-22,260000,3,1,2240,2.5699954086317724,1980,,Lansing,Unincorporated,-76.53723424608023,42.622692285406465
2023-02-17,160000,3,1,1139,0.4591368227731864,1958,,Groton,Groton village,-76.35481890400129,42.58366348354175
2023-02-15,170000,3,2,2232,0.7300045913682277,1973,,Dryden,Unincorporated,-76.35774650156752,42.52274366241195
2023-02-15,115000,5,2.5,1641,0.36999540863177227,1865,,Dryden,Dryden village,-76.29770377481147,42.48883724755738
2023-02-08,70000,3,2,1175,,1983,,Dryden,Unincorporated,-76.4283850797424,42.48385675141308
2023-02-02,266500,3,1,1209,2.9699954086317724,1950,,Ulysses,Unincorporated,-76.55207109139138,42.51585295319062
2023-02-01,185000,4,2,1434,0.2099862258953168,1890,,Groton,Groton village,-76.37294149361097,42.59152647430638
2023-01-25,262230,3,2,1968,0.3899908172635445,1987,,Dryden,Dryden village,-76.31130340928765,42.48807581207892
2023-01-25,156000,4,1.5,1173,0.25172176308539945,1880,,Groton,Groton village,-76.36394114467878,42.58871022023897
2023-01-24,265000,3,1.5,1679,0.6899908172635445,1974,,Dryden,Unincorporated,-76.32301967108398,42.52322476701595
2023-01-24,220000,3,1,1382,0.21999540863177228,1958,,Dryden,Dryden village,-76.29280896319712,42.490655524261356
2023-01-19,38000,2,2,1008,,2007,,Dryden,Unincorporated,-76.30190811484296,42.504889967097284
2023-01-18,233200,4,2,1680,2.3,2013,,Groton,Unincorporated,-76.2962338038832,42.593067753166
2023-01-13,775000,2,2,1095,0.23999081726354454,2004,,Lansing,Unincorporated,-76.53970873654566,42.53553619692408
2023-01-13,389900,4,2.5,2086,0.2699954086317723,1994,,Lansing,Lansing village,-76.48304898941893,42.48987788718085
2023-01-12,212000,4,2,1618,1.3300045913682277,1953,,Dryden,Unincorporated,-76.38012619523747,42.478669639618715
2023-01-12,212000,4,2,1618,1.3300045913682277,1953,,Dryden,Unincorporated,-76.38012619523747,42.478669639618715
2023-01-11,490000,2,1,1208,0.7199954086317722,1920,,Ulysses,Unincorporated,-76.53947244826837,42.491347942468124
2023-01-09,248000,2,1.5,1628,0.4800045913682277,1870,,Groton,Unincorporated,-76.29343682824894,42.55351470114235
2023-12-20,185000,5,1.5,2436,0.6300045913682277,1900,,Ulysses,Trumansburg village,-76.66805189459832,42.53997131300182
2023-12-19,100000,,,1452,1.2300045913682278,1948,,Ulysses,Unincorporated,-76.57914368654507,42.53140039379683
2023-11-30,357500,4,3,2404,0.7621900826446281,1969,,Ithaca,Unincorporated,-76.46447588756467,42.47224964150374
2023-11-28,180000,3,1,888,1.519742883379247,1951,,Ulysses,Unincorporated,-76.59338982201912,42.48698264800777
2023-11-03,860000,5,3,4300,1.4899908172635445,1958,,Ithaca,Cayuga Heights village,-76.49139766532272,42.46678943392891
2023-11-03,480000,3,2,1611,56.139990817263545,2016,,Lansing,Unincorporated,-76.58227712480546,42.600890635476176
2023-10-31,370000,3,2.5,1859,0.8,1935,,Ulysses,Unincorporated,-76.6586879854332,42.532410626998946
2023-10-20,400000,2,2,1412,0.6699954086317723,1995,,Ulysses,Trumansburg village,-76.66143966781543,42.53191579394605
2023-10-19,611000,5,4,4470,25.419995408631774,1987,,Ulysses,Unincorporated,-76.64070324781602,42.494281901661935
2023-10-17,505000,3,2.5,1713,0.4734848484848485,1967,,Ithaca,Cayuga Heights village,-76.47691422178214,42.47380967426395
2023-10-05,422500,3,3,1989,0.33000459136822774,1960,,Ithaca,Cayuga Heights village,-76.49774855785915,42.47386082375701
2023-10-04,442216,3,2,2276,0.5899908172635445,1959,,Ithaca,Cayuga Heights village,-76.49627977381007,42.476096279600796
2023-09-29,250000,3,1.5,1968,0.8899908172635446,1931,,Ulysses,Unincorporated,-76.61262373181584,42.506710029590195
2023-09-27,875000,5,5,6159,0.6899908172635445,1996,,Ithaca,Unincorporated,-76.45429178304359,42.46975263325973
2023-09-19,646128,4,3.5,2990,19.880004591368227,1850,,Ulysses,Unincorporated,-76.64127845508605,42.50943452461379
2023-09-12,270750,3,1,1646,0.4591368227731864,1947,,Ulysses,Unincorporated,-76.61462804579386,42.50544712791086
2023-09-08,406000,3,2,1758,2.6199954086317723,2007,,Lansing,Unincorporated,-76.59525233381568,42.589513016640844
2023-09-07,399000,4,2,2356,0.65,1890,,Ulysses,Trumansburg village,-76.667607057337,42.54587545386756
2023-09-07,380000,4,2.5,2457,0.5,1860,,Ulysses,Trumansburg village,-76.6549952797931,42.5431969972036
2023-09-05,356000,3,3,1520,0.4017447199265381,1974,,Ithaca,Unincorporated,-76.47473360277006,42.4749769374166
2023-08-31,607000,4,2.5,2744,0.41999540863177226,1969,,Ithaca,Unincorporated,-76.47540968311262,42.47275869732564
2023-08-30,517345,4,2,2556,0.5699954086317722,1890,,Ulysses,Trumansburg village,-76.65957648096509,42.53967140636215
2023-08-25,312500,3,2,1724,2.2600091827364555,1870,,Lansing,Unincorporated,-76.59431971893817,42.620104934882356
2023-08-24,235000,3,1,1620,1.5,1930,,Ulysses,Unincorporated,-76.59340182963403,42.48970922856924
2023-08-18,310000,5,2,2015,1.6600091827364554,1988,,Ulysses,Unincorporated,-76.6748572873747,42.52419192947503
2023-08-11,300000,5,2.5,2131,0.4800045913682277,1967,,Ithaca,Unincorporated,-76.45863344670722,42.47044798759918
2023-08-09,326000,3,2,1372,0.48999081726354454,1956,,Ithaca,Unincorporated,-76.54706100182379,42.475374680665915
2023-08-08,466000,3,2.5,2562,0.7030073461891644,1860,,Ulysses,Trumansburg village,-76.6585093027636,42.54023484912486
2023-07-31,425000,3,2,1856,13.939990817263544,1998,,Lansing,Unincorporated,-76.60569608116418,42.58615923538349
2023-07-25,403000,4,1.5,2000,0.5100091827364555,1986,,Ithaca,Trumansburg village,-76.48647198082625,42.426775911069086
2023-07-25,462500,3,2,1856,0.4800045913682277,1947,,Ithaca,Cayuga Heights village,-76.48778024457421,42.47060934775108
2023-07-21,382531,3,2.5,2558,0.9359504132231405,1900,,Ulysses,Trumansburg village,-76.66888460371553,42.54427074554091
2023-07-20,350000,3,2,1961,0.4100091827364555,1870,,Ulysses,Trumansburg village,-76.66393839079298,42.544452704286606
2023-07-17,580000,3,3,2620,4.030004591368228,1824,,Ulysses,Unincorporated,-76.58376545022298,42.496281983917896
2023-07-12,424900,4,2.5,2496,0.5600091827364555,1989,,Ulysses,Trumansburg village,-76.65681782844676,42.54771556017682
2023-07-07,249000,4,2,1809,2,1900,,Ulysses,Unincorporated,-76.669360737758,42.51739111038858
2023-07-06,485000,4,2.5,2087,0.509641873278237,1968,,Ithaca,Unincorporated,-76.4722278913256,42.47440820184383
2023-06-30,1057250,5,6,5272,3.6800045913682276,2014,,Ithaca,Unincorporated,-76.54560871761716,42.47510310160203
2023-06-29,760000,2,1.5,1805,0.48999081726354454,1950,,Ulysses,Unincorporated,-76.61349103316785,42.54903685782198
2023-06-27,570000,4,3.5,1990,0.4161157024793388,1968,,Ithaca,Unincorporated,-76.4586054071986,42.46934729103296
2023-06-26,567000,4,3.5,2730,0.41999540863177226,1977,,Ithaca,Unincorporated,-76.47028727535954,42.4695176442388
2023-06-23,465000,4,3,2709,0.5600091827364555,1980,,Ithaca,Unincorporated,-76.4755368175712,42.470142247012674
2023-06-17,667000,3,2,2700,0.41999540863177226,1968,,Ithaca,Unincorporated,-76.4743839934675,42.473858844237995
2023-06-16,540000,3,3,2937,12.519995408631772,2003,,Ulysses,Unincorporated,-76.64386403153071,42.51854680484772
2023-06-09,505000,4,3,2392,0.5,1967,,Ithaca,Cayuga Heights village,-76.47743283288744,42.473913671821855
2023-05-17,525000,2,2.5,2048,0.65,2014,,Ulysses,Trumansburg village,-76.66078913308796,42.53190227735536
2023-05-17,1410000,5,3,5121,5.369995408631772,1994,,Ithaca,Unincorporated,-76.50574871353928,42.47557154851373
2023-05-16,175000,2,1,1211,0.25,1946,,Ulysses,Trumansburg village,-76.66801565873757,42.54742674442936
2023-05-05,452000,3,2,1576,6.169995408631772,2003,,Ithaca,Unincorporated,-76.54653974207184,42.474222557864465
2023-04-27,175000,3,1,2148,0.35,1890,,Ulysses,Trumansburg village,-76.65258557482736,42.53911802861612
2023-04-19,205000,3,2,1200,0.8,1996,,Ulysses,Unincorporated,-76.66432530308,42.499644064249104
2023-04-06,220500,3,2,1711,0.9399908172635445,1954,,Ulysses,Unincorporated,-76.59362307936395,42.4907579571759
2023-03-20,229900,2,2,1152,3.28698347107438,1995,,Enfield,Unincorporated,-76.64135420064137,42.477663605255884
2023-03-17,378000,3,2,1642,3.0719926538108355,2018,,Ulysses,Unincorporated,-76.62401139824739,42.50253763790639
2023-02-09,405000,5,2.5,2118,0.41600091827364555,1969,,Ithaca,Cayuga Heights village,-76.47585402802396,42.47286512142501
2023-02-06,297500,3,1.5,2196,8.789990817263545,1850,,Lansing,Unincorporated,-76.58682369714411,42.575147677804836
2023-01-23,240000,3,1,1795,2.080004591368228,1983,,Enfield,Unincorporated,-76.60253457082192,42.47434030656683
2023-01-20,380000,4,2.5,2242,0.5600091827364555,1973,,Ithaca,Cayuga Heights village,-76.47605906086339,42.472746119999655
2023-12-26,400000,3,1.5,1620,0.212465564738292,1932,,Ithaca,Ithaca city,-76.47816563093886,42.43272517828462
2023-12-20,340000,3,2.5,1895,0.05,1988,360,Ithaca,Unincorporated,-76.48076749835806,42.40692858649868
2023-12-19,713000,4,2.5,3295,0.4,1912,,Ithaca,Ithaca city,-76.48334004692023,42.43752445818976
2023-12-18,175000,2,2,1876,0.08484848484848485,1880,,Ithaca,Ithaca city,-76.49810056106382,42.44522147688122
2023-12-15,230000,3,1,1487,0.07998163452708908,1900,,Ithaca,Ithaca city,-76.50419317153408,42.44712642077975
2023-12-15,369000,6,2,1716,0.07242883379247016,1900,,Ithaca,Ithaca city,-76.50270087408435,42.43785745832731
2023-12-15,173196,3,2,1728,2.0100091827364555,1991,,Newfield,Unincorporated,-76.59973820915745,42.31261394948818
2023-12-15,414000,4,2,1530,0.14921946740128558,1954,,Ithaca,Ithaca city,-76.47637119980936,42.43904198658067
2023-12-14,455250,3,1.5,1760,0.07713498622589532,1928,,Ithaca,Ithaca city,-76.49733212890033,42.45127662806823
2023-12-13,227500,3,1,1152,0.13999081726354454,1920,,Ithaca,Unincorporated,-76.4903423925109,42.4293430989315
2023-12-12,525000,4,2,1860,,1920,,Ithaca,Ithaca city,-76.48155899857831,42.43758375019483
2023-12-11,605000,3,1.5,3065,47.85,1990,,Danby,Unincorporated,-76.41945687465174,42.32963328578175
